variable,variable_num
stop_points_location_ain_al_arab.as_safira.banan.hajeb.khanaser.tall_refaat.atareb.hadher.haritan.tall_ed_daman.abu_qalqal.al_khafsa.maskana.menbij.ber_al_hulo_al_wardeyyeh.hole.markada.jawadiyah.qahtaniyyeh.quamishli.tal_hmis.ar_raqqa.karama.jurneyyeh.ein_issa.suluk.abu_kamal.susat.ashara.thiban.tabni.other,
stop_points_location_bulbul.ain_al_arab.al_bab.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.banan.hajeb.azaz.nabul.suran.jarablus.atareb.hadher.zarbah.al_khafsa.maskana.menbij.areesheh.ber_al_hulo_al_wardeyyeh.markada.shadadah.ya_robiyah.amuda.quamishli.tal_hmis.ras_al_ain.ar_raqqa.maadan.al_thawrah.jurneyyeh.mansura.ein_issa.suluk.tell_abiad.hajin.jalaa.ashara.basira.deir_ez_zor.khasham.sur.other,
stop_points_location_bulbul.al_bab.a_rima.ar_raee.banan.hajeb.azaz.mare.nabul.atareb.hadher.tall_ed_daman.abu_qalqal.maskana.hole.shadadah.al_malikeyyeh.jawadiyah.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.maadan.suluk.tell_abiad.abu_kamal.hajin.ashara.deir_ez_zor.kisreh.muhasan.other,
stop_points_location_bulbul.jandairis.ma_btali.raju.a_rima.azaz.mare.suran.ghandorah.atareb.daret_azza.hadher.jebel_saman.tall_ed_daman.zarbah.al_khafsa.areesheh.ber_al_hulo_al_wardeyyeh.markada.tal_tamer.amuda.quamishli.tal_hmis.darbasiyah.karama.jurneyyeh.mansura.ein_issa.suluk.abu_kamal.hajin.deir_ez_zor.khasham.kisreh.muhasan.sur,
stop_points_location_bulbul.jandairis.ma_btali.raju.lower_shyookh.a_rima.ar_raee.dayr_hafir.as_safira.hajeb.aghtrin.nabul.ghandorah.jarablus.daret_azza.tall_ed_daman.abu_qalqal.maskana.menbij.ber_al_hulo_al_wardeyyeh.hole.shadadah.tal_tamer.amuda.qahtaniyyeh.quamishli.ras_al_ain.ar_raqqa.karama.maadan.sabka.jurneyyeh.ein_issa.tell_abiad.abu_kamal.hajin.susat.basira.deir_ez_zor.other,
stop_points_location_bulbul.jandairis.ma_btali.raju.sharan.ain_al_arab.lower_shyookh.sarin.al_bab.dayr_hafir.rasm_haram_el_imam.as_safira.banan.hajeb.azaz.suran.jarablus.daret_azza.haritan.zarbah.abu_qalqal.maskana.menbij.ber_al_hulo_al_wardeyyeh.hole.shadadah.tal_tamer.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.karama.maadan.sabka.jurneyyeh.suluk.abu_kamal.hajin.jalaa.susat.al_mayadin.ashara.thiban.tabni,
stop_points_location_bulbul.jandairis.ma_btali.raju.sharan.sheikh_el_hadid.sarin.al_bab.a_rima.ar_raee.khanaser.aghtrin.suran.ghandorah.atareb.abu_qalqal.maskana.menbij.areesheh.hole.markada.shadadah.al_malikeyyeh.jawadiyah.ya_robiyah.quamishli.ar_raqqa.karama.sabka.al_thawrah.ein_issa.abu_kamal.ashara.khasham.muhasan.other,
stop_points_location_bulbul.jandairis.ma_btali.raju.sheikh_el_hadid.lower_shyookh.al_bab.ar_raee.hajeb.aghtrin.azaz.suran.tall_refaat.jarablus.haritan.jebel_saman.al_khafsa.maskana.ber_al_hulo_al_wardeyyeh.tal_tamer.jawadiyah.ya_robiyah.amuda.quamishli.ras_al_ain.maadan.al_mayadin.ashara.thiban.khasham.other,
stop_points_location_bulbul.jandairis.ma_btali.sharan.al_bab.ar_raee.eastern_kwaires..rasm_haram_el_imam.as_safira.hajeb.khanaser.aghtrin.jarablus.hadher.haritan.jebel_saman.zarbah.menbij.areesheh.ber_al_hulo_al_wardeyyeh.markada.jawadiyah.qahtaniyyeh.quamishli.tal_hmis.ras_al_ain.ar_raqqa.karama.jurneyyeh.mansura.suluk.al_mayadin.ashara.thiban.kisreh.sur.tabni.other,
stop_points_location_bulbul.jandairis.ma_btali.sharan.lower_shyookh.al_bab.ar_raee.eastern_kwaires..rasm_haram_el_imam.as_safira.hajeb.khanaser.nabul.suran.tall_refaat.atareb.haritan.tall_ed_daman.zarbah.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.shadadah.al_malikeyyeh.ya_robiyah.qahtaniyyeh.quamishli.ar_raqqa.karama.maadan.al_thawrah.ein_issa.tell_abiad.abu_kamal.jalaa.al_mayadin.thiban.basira.deir_ez_zor.kisreh.tabni,
stop_points_location_bulbul.jandairis.ma_btali.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.khanaser.azaz.ghandorah.atareb.hadher.haritan.tall_ed_daman.maskana.menbij.al_hasakeh.areesheh.markada.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.karama.sabka.mansura.tell_abiad.abu_kamal.hajin.al_mayadin.ashara.basira.deir_ez_zor.kisreh.muhasan,
stop_points_location_bulbul.jandairis.ma_btali.sharan.sheikh_el_hadid.lower_shyookh.al_bab.ar_raee.eastern_kwaires..rasm_haram_el_imam.hajeb.khanaser.aghtrin.mare.nabul.suran.haritan.tall_ed_daman.zarbah.al_khafsa.al_hasakeh.al_malikeyyeh.amuda.qahtaniyyeh.quamishli.sabka.mansura.suluk.abu_kamal.hajin.jalaa.susat.ashara.thiban.deir_ez_zor.kisreh.sur.tabni.other,
stop_points_location_bulbul.jandairis.ma_btali.sharan.sheikh_el_hadid.lower_shyookh.sarin.ar_raee.dayr_hafir.rasm_haram_el_imam.tadaf.as_safira.hajeb.nabul.tall_refaat.ghandorah.atareb.daret_azza.haritan.jebel_saman.zarbah.maskana.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.quamishli.ras_al_ain.ar_raqqa.karama.al_thawrah.jurneyyeh.suluk.tell_abiad.hajin.thiban.basira.khasham.kisreh.muhasan.other,
stop_points_location_bulbul.jandairis.ma_btali.sheikh_el_hadid.ain_al_arab.sarin.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.hajeb.khanaser.azaz.nabul.tall_refaat.atareb.haritan.zarbah.al_hasakeh.ber_al_hulo_al_wardeyyeh.tal_tamer.al_malikeyyeh.jawadiyah.qahtaniyyeh.darbasiyah.karama.maadan.sabka.jurneyyeh.ein_issa.suluk.abu_kamal.hajin.susat.al_mayadin.ashara.thiban.basira,
stop_points_location_bulbul.jandairis.raju.ain_al_arab.lower_shyookh.a_rima.suran.daret_azza.hadher.al_khafsa.maskana.al_hasakeh.hole.tal_tamer.amuda.qahtaniyyeh.ras_al_ain.karama.sabka.al_thawrah.jurneyyeh.suluk.tell_abiad.jalaa.susat.al_mayadin.ashara.thiban.basira.deir_ez_zor.khasham.sur.tabni.other,
stop_points_location_bulbul.jandairis.raju.ain_al_arab.lower_shyookh.sarin.a_rima.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.hajeb.khanaser.aghtrin.azaz.ghandorah.hadher.haritan.tall_ed_daman.al_khafsa.maskana.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.tal_tamer.amuda.karama.maadan.sabka.jurneyyeh.mansura.jalaa.susat.al_mayadin.ashara.basira.deir_ez_zor.kisreh,
stop_points_location_bulbul.jandairis.raju.ain_al_arab.lower_shyookh.sarin.al_bab.eastern_kwaires..aghtrin.azaz.suran.abu_qalqal.al_khafsa.maskana.menbij.al_hasakeh.areesheh.shadadah.ya_robiyah.amuda.quamishli.ar_raqqa.karama.maadan.al_thawrah.ein_issa.jalaa.susat.al_mayadin.thiban.basira.deir_ez_zor.sur.tabni,
stop_points_location_bulbul.jandairis.raju.ain_al_arab.lower_shyookh.sarin.ar_raee.dayr_hafir.eastern_kwaires..hajeb.khanaser.aghtrin.daret_azza.hadher.jebel_saman.tall_ed_daman.zarbah.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.markada.shadadah.amuda.ar_raqqa.karama.sabka.jurneyyeh.suluk.tell_abiad.hajin.al_mayadin.ashara.kisreh,
stop_points_location_bulbul.jandairis.raju.lower_shyookh.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.banan.hajeb.khanaser.aghtrin.azaz.nabul.suran.ghandorah.hadher.tall_ed_daman.zarbah.al_khafsa.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.al_malikeyyeh.ya_robiyah.amuda.qahtaniyyeh.ras_al_ain.jurneyyeh.ein_issa.tell_abiad.abu_kamal.jalaa.susat.al_mayadin.khasham.kisreh.muhasan.tabni.other,
stop_points_location_bulbul.jandairis.raju.sarin.al_bab.a_rima.ar_raee.rasm_haram_el_imam.hajeb.nabul.tall_refaat.ghandorah.jarablus.atareb.daret_azza.tall_ed_daman.zarbah.al_khafsa.maskana.menbij.ber_al_hulo_al_wardeyyeh.hole.tal_tamer.ya_robiyah.quamishli.ras_al_ain.al_thawrah.jurneyyeh.mansura.suluk.abu_kamal.hajin.susat.thiban.basira.deir_ez_zor.khasham.kisreh.muhasan.tabni,
stop_points_location_bulbul.jandairis.raju.sharan.a_rima.dayr_hafir.eastern_kwaires..banan.khanaser.mare.nabul.jarablus.hadher.haritan.zarbah.maskana.menbij.al_hasakeh.areesheh.markada.shadadah.al_malikeyyeh.ya_robiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.jurneyyeh.hajin.al_mayadin.ashara.thiban.basira.khasham.muhasan.sur.tabni,
stop_points_location_bulbul.jandairis.raju.sharan.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.mare.suran.jarablus.atareb.daret_azza.hadher.haritan.jebel_saman.tall_ed_daman.abu_qalqal.maskana.menbij.areesheh.shadadah.tal_tamer.al_malikeyyeh.ya_robiyah.quamishli.darbasiyah.ar_raqqa.al_thawrah.jurneyyeh.mansura.hajin.susat.thiban.basira.deir_ez_zor.sur.other,
stop_points_location_bulbul.jandairis.raju.sharan.sarin.a_rima.dayr_hafir.rasm_haram_el_imam.as_safira.banan.hajeb.suran.jarablus.atareb.daret_azza.abu_qalqal.maskana.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.markada.shadadah.jawadiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.maadan.al_thawrah.jurneyyeh.mansura.ein_issa.suluk.tell_abiad.susat.al_mayadin.ashara.thiban.basira.kisreh.sur,
stop_points_location_bulbul.jandairis.raju.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.sarin.al_bab.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.aghtrin.nabul.suran.ghandorah.jarablus.atareb.daret_azza.jebel_saman.tall_ed_daman.al_khafsa.maskana.menbij.al_hasakeh.areesheh.hole.markada.shadadah.jawadiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.ein_issa.hajin.susat.basira.deir_ez_zor.khasham.kisreh.sur,
stop_points_location_bulbul.jandairis.raju.sharan.sheikh_el_hadid.lower_shyookh.sarin.al_bab.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.banan.hajeb.aghtrin.mare.suran.jarablus.atareb.hadher.zarbah.al_khafsa.maskana.menbij.areesheh.hole.markada.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.tal_hmis.darbasiyah.karama.sabka.al_thawrah.suluk.abu_kamal.jalaa.susat.al_mayadin.ashara.basira.deir_ez_zor.muhasan.sur.tabni,
stop_points_location_bulbul.jandairis.raju.sharan.sheikh_el_hadid.lower_shyookh.sarin.al_bab.dayr_hafir.eastern_kwaires..mare.nabul.tall_refaat.ghandorah.jarablus.daret_azza.hadher.haritan.jebel_saman.abu_qalqal.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.tal_tamer.al_malikeyyeh.darbasiyah.karama.maadan.al_thawrah.jurneyyeh.suluk.tell_abiad.abu_kamal.hajin.susat.al_mayadin.thiban.muhasan.sur,
stop_points_location_bulbul.jandairis.raju.sheikh_el_hadid.a_rima.ar_raee.eastern_kwaires..tadaf.as_safira.khanaser.aghtrin.nabul.tall_refaat.atareb.jebel_saman.zarbah.abu_qalqal.maskana.areesheh.ber_al_hulo_al_wardeyyeh.shadadah.qahtaniyyeh.quamishli.darbasiyah.ras_al_ain.maadan.al_thawrah.mansura.ein_issa.suluk.hajin.susat.thiban.basira.khasham.kisreh.sur,
stop_points_location_bulbul.jandairis.raju.sheikh_el_hadid.ain_al_arab.lower_shyookh.al_bab.eastern_kwaires..rasm_haram_el_imam.banan.khanaser.azaz.mare.tall_refaat.hadher.jebel_saman.tall_ed_daman.al_khafsa.al_hasakeh.ber_al_hulo_al_wardeyyeh.markada.tal_tamer.jawadiyah.ya_robiyah.amuda.ras_al_ain.ar_raqqa.karama.maadan.sabka.mansura.tell_abiad.abu_kamal.hajin.al_mayadin.ashara.basira.khasham.kisreh,
stop_points_location_bulbul.jandairis.sharan.sheikh_el_hadid.sarin.a_rima.ar_raee.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.banan.khanaser.azaz.mare.nabul.suran.ghandorah.jarablus.daret_azza.hadher.haritan.abu_qalqal.al_khafsa.menbij.areesheh.ber_al_hulo_al_wardeyyeh.hole.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.amuda.qahtaniyyeh.ras_al_ain.ar_raqqa.karama.sabka.abu_kamal.susat.al_mayadin.ashara.basira.deir_ez_zor.other,
stop_points_location_bulbul.jandairis.sheikh_el_hadid.al_bab.a_rima.ar_raee.eastern_kwaires..rasm_haram_el_imam.tadaf.as_safira.banan.hajeb.khanaser.aghtrin.nabul.suran.tall_refaat.ghandorah.jarablus.daret_azza.jebel_saman.tall_ed_daman.abu_qalqal.menbij.al_hasakeh.hole.markada.tal_tamer.jawadiyah.quamishli.darbasiyah.ras_al_ain.karama.jurneyyeh.mansura.ein_issa.suluk.abu_kamal.hajin.jalaa.susat.al_mayadin.ashara.thiban.basira.deir_ez_zor.khasham.kisreh.muhasan.sur,
stop_points_location_bulbul.jandairis.sheikh_el_hadid.lower_shyookh.al_bab.a_rima.eastern_kwaires..khanaser.suran.tall_refaat.ghandorah.jarablus.atareb.jebel_saman.menbij.areesheh.ber_al_hulo_al_wardeyyeh.markada.ya_robiyah.amuda.qahtaniyyeh.ras_al_ain.karama.ein_issa.suluk.hajin.al_mayadin.basira.tabni.other,
stop_points_location_bulbul.jandairis.sheikh_el_hadid.lower_shyookh.dayr_hafir.rasm_haram_el_imam.as_safira.khanaser.azaz.tall_refaat.atareb.daret_azza.zarbah.abu_qalqal.al_khafsa.menbij.hole.markada.qahtaniyyeh.quamishli.tal_hmis.ar_raqqa.maadan.al_thawrah.jurneyyeh.mansura.ein_issa.suluk.susat.ashara.khasham.muhasan.sur.tabni.other,
stop_points_location_bulbul.jandairis.sheikh_el_hadid.lower_shyookh.sarin.al_bab.a_rima.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.hajeb.khanaser.azaz.mare.nabul.tall_refaat.atareb.jebel_saman.tall_ed_daman.zarbah.maskana.areesheh.ber_al_hulo_al_wardeyyeh.markada.shadadah.jawadiyah.qahtaniyyeh.quamishli.tal_hmis.ras_al_ain.jurneyyeh.ein_issa.suluk.tell_abiad.abu_kamal.susat.ashara.thiban.basira.deir_ez_zor.khasham.kisreh.sur.other,
stop_points_location_bulbul.ma_btali.ain_al_arab.sarin.a_rima.ar_raee.dayr_hafir.rasm_haram_el_imam.banan.khanaser.azaz.mare.nabul.suran.atareb.daret_azza.hadher.haritan.jebel_saman.abu_qalqal.al_khafsa.maskana.menbij.areesheh.ber_al_hulo_al_wardeyyeh.markada.tal_tamer.amuda.qahtaniyyeh.quamishli.tal_hmis.ras_al_ain.jurneyyeh.ein_issa.abu_kamal.jalaa.basira.tabni.other,
stop_points_location_bulbul.ma_btali.banan.hajeb.khanaser.aghtrin.mare.suran.daret_azza.jebel_saman.tall_ed_daman.zarbah.al_khafsa.hole.tal_tamer.al_malikeyyeh.amuda.tal_hmis.ar_raqqa.maadan.sabka.al_thawrah.mansura.abu_kamal.hajin.basira.muhasan.other,
stop_points_location_bulbul.ma_btali.raju.ain_al_arab.lower_shyookh.al_bab.a_rima.ar_raee.dayr_hafir.banan.hajeb.khanaser.aghtrin.nabul.tall_refaat.atareb.hadher.jebel_saman.tall_ed_daman.zarbah.abu_qalqal.maskana.al_hasakeh.ber_al_hulo_al_wardeyyeh.shadadah.amuda.qahtaniyyeh.darbasiyah.ras_al_ain.ar_raqqa.karama.sabka.mansura.ein_issa.suluk.hajin.jalaa.susat.ashara.thiban.basira.deir_ez_zor.khasham.kisreh.sur,
stop_points_location_bulbul.ma_btali.raju.sharan.ain_al_arab.a_rima.rasm_haram_el_imam.tadaf.hajeb.aghtrin.mare.nabul.suran.tall_refaat.jarablus.atareb.hadher.haritan.zarbah.abu_qalqal.al_hasakeh.hole.al_malikeyyeh.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ras_al_ain.sabka.mansura.suluk.tell_abiad.susat.ashara.thiban.basira.tabni,
stop_points_location_bulbul.ma_btali.raju.sharan.sheikh_el_hadid.al_bab.a_rima.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.tadaf.banan.hajeb.aghtrin.azaz.mare.tall_refaat.atareb.haritan.al_khafsa.areesheh.markada.jawadiyah.amuda.tal_hmis.darbasiyah.ar_raqqa.maadan.al_thawrah.mansura.suluk.tell_abiad.abu_kamal.hajin.susat.al_mayadin.thiban.basira.deir_ez_zor.khasham.other,
stop_points_location_bulbul.ma_btali.raju.sharan.sheikh_el_hadid.lower_shyookh.a_rima.eastern_kwaires..tadaf.as_safira.azaz.nabul.jarablus.hadher.zarbah.abu_qalqal.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.al_malikeyyeh.ya_robiyah.qahtaniyyeh.darbasiyah.ras_al_ain.ar_raqqa.maadan.jurneyyeh.tell_abiad.abu_kamal.jalaa.susat.ashara.basira.kisreh.sur.other,
stop_points_location_bulbul.ma_btali.sharan.ain_al_arab.lower_shyookh.sarin.a_rima.ar_raee.dayr_hafir.rasm_haram_el_imam.hajeb.nabul.suran.tall_refaat.ghandorah.jarablus.daret_azza.al_khafsa.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.qahtaniyyeh.quamishli.tal_hmis.darbasiyah.ar_raqqa.karama.maadan.al_thawrah.jurneyyeh.mansura.tell_abiad.jalaa.al_mayadin.basira.khasham.tabni,
stop_points_location_bulbul.ma_btali.sharan.sheikh_el_hadid.eastern_kwaires..tadaf.banan.mare.suran.tall_refaat.ghandorah.daret_azza.hadher.haritan.tall_ed_daman.abu_qalqal.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.al_malikeyyeh.ya_robiyah.quamishli.tal_hmis.karama.maadan.sabka.jurneyyeh.ein_issa.suluk.abu_kamal.jalaa.al_mayadin.ashara.deir_ez_zor.kisreh.other,
stop_points_location_bulbul.ma_btali.sharan.sheikh_el_hadid.lower_shyookh.al_bab.a_rima.ar_raee.dayr_hafir.rasm_haram_el_imam.banan.hajeb.khanaser.aghtrin.azaz.mare.nabul.tall_refaat.ghandorah.hadher.jebel_saman.zarbah.abu_qalqal.al_hasakeh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.ya_robiyah.ar_raqqa.karama.maadan.al_thawrah.jurneyyeh.suluk.ashara.thiban.khasham.kisreh.muhasan.sur.tabni,
stop_points_location_bulbul.ma_btali.sheikh_el_hadid.ain_al_arab.lower_shyookh.al_bab.ar_raee.dayr_hafir.nabul.suran.tall_refaat.ghandorah.jarablus.atareb.daret_azza.hadher.abu_qalqal.al_khafsa.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.jawadiyah.amuda.quamishli.ras_al_ain.karama.maadan.sabka.al_thawrah.mansura.ein_issa.tell_abiad.abu_kamal.al_mayadin.ashara.thiban.basira.khasham,
stop_points_location_bulbul.ma_btali.sheikh_el_hadid.ain_al_arab.lower_shyookh.ar_raee.dayr_hafir.rasm_haram_el_imam.as_safira.azaz.tall_refaat.ghandorah.jebel_saman.al_khafsa.maskana.menbij.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.tal_tamer.jawadiyah.ya_robiyah.quamishli.tal_hmis.ras_al_ain.ar_raqqa.karama.jurneyyeh.mansura.ein_issa.tell_abiad.jalaa.al_mayadin.khasham.kisreh.sur.tabni.other,
stop_points_location_bulbul.raju.al_bab.ar_raee.as_safira.hajeb.azaz.mare.nabul.jarablus.atareb.hadher.haritan.jebel_saman.zarbah.abu_qalqal.al_khafsa.maskana.areesheh.hole.markada.tal_tamer.amuda.quamishli.darbasiyah.sabka.jurneyyeh.ein_issa.susat.basira.khasham.kisreh.tabni.other,
stop_points_location_bulbul.raju.sharan.lower_shyookh.sarin.al_bab.a_rima.ar_raee.dayr_hafir.rasm_haram_el_imam.tadaf.banan.hajeb.khanaser.nabul.tall_refaat.ghandorah.jarablus.atareb.daret_azza.hadher.haritan.jebel_saman.tall_ed_daman.abu_qalqal.al_khafsa.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.shadadah.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.amuda.darbasiyah.ras_al_ain.ar_raqqa.maadan.al_thawrah.jurneyyeh.suluk.tell_abiad.abu_kamal.jalaa.al_mayadin.ashara.kisreh.muhasan.sur.tabni.other,
stop_points_location_bulbul.raju.sharan.sheikh_el_hadid.ain_al_arab.sarin.al_bab.ar_raee.tadaf.aghtrin.azaz.mare.jarablus.haritan.tall_ed_daman.abu_qalqal.maskana.areesheh.markada.tal_tamer.al_malikeyyeh.ras_al_ain.sabka.mansura.tell_abiad.abu_kamal.hajin.jalaa.susat.deir_ez_zor.kisreh.tabni,
stop_points_location_bulbul.raju.sharan.sheikh_el_hadid.ar_raee.dayr_hafir.eastern_kwaires..tadaf.banan.khanaser.aghtrin.azaz.mare.jarablus.daret_azza.haritan.tall_ed_daman.al_khafsa.ber_al_hulo_al_wardeyyeh.hole.shadadah.quamishli.tal_hmis.darbasiyah.ras_al_ain.ar_raqqa.karama.jurneyyeh.tell_abiad.abu_kamal.hajin.susat.ashara.thiban.basira.deir_ez_zor.kisreh.muhasan,
stop_points_location_bulbul.raju.sharan.sheikh_el_hadid.lower_shyookh.sarin.al_bab.ar_raee.eastern_kwaires..tadaf.as_safira.hajeb.azaz.mare.suran.tall_refaat.atareb.hadher.jebel_saman.tall_ed_daman.zarbah.al_khafsa.ber_al_hulo_al_wardeyyeh.hole.shadadah.tal_tamer.jawadiyah.ya_robiyah.amuda.quamishli.tal_hmis.darbasiyah.ras_al_ain.karama.sabka.jurneyyeh.mansura.ein_issa.tell_abiad.abu_kamal.susat.al_mayadin.ashara.thiban.deir_ez_zor.khasham.muhasan.sur.other,
stop_points_location_bulbul.sharan.sheikh_el_hadid.ain_al_arab.a_rima.ar_raee.rasm_haram_el_imam.tadaf.hajeb.suran.hadher.haritan.tall_ed_daman.zarbah.al_khafsa.al_hasakeh.areesheh.markada.al_malikeyyeh.jawadiyah.ya_robiyah.amuda.quamishli.tal_hmis.darbasiyah.ras_al_ain.maadan.sabka.al_thawrah.suluk.tell_abiad.abu_kamal.hajin.deir_ez_zor.tabni,
stop_points_location_bulbul.sharan.sheikh_el_hadid.ain_al_arab.al_bab.ar_raee.eastern_kwaires..rasm_haram_el_imam.as_safira.hajeb.khanaser.azaz.mare.tall_refaat.ghandorah.atareb.al_khafsa.maskana.menbij.al_hasakeh.areesheh.shadadah.tal_tamer.al_malikeyyeh.amuda.tal_hmis.ras_al_ain.karama.al_thawrah.jurneyyeh.ein_issa.suluk.abu_kamal.hajin.jalaa.susat.al_mayadin.thiban.basira.deir_ez_zor.kisreh.sur,
stop_points_location_bulbul.sharan.sheikh_el_hadid.ain_al_arab.sarin.al_bab.ar_raee.dayr_hafir.eastern_kwaires..as_safira.banan.hajeb.khanaser.aghtrin.mare.haritan.abu_qalqal.al_khafsa.maskana.menbij.al_hasakeh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.amuda.qahtaniyyeh.quamishli.ras_al_ain.ar_raqqa.karama.sabka.al_thawrah.jurneyyeh.mansura.suluk.abu_kamal.jalaa.susat.al_mayadin.ashara.khasham.muhasan.sur.tabni.other,
stop_points_location_bulbul.sharan.sheikh_el_hadid.ar_raee.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.as_safira.banan.aghtrin.azaz.mare.nabul.suran.jarablus.atareb.daret_azza.hadher.haritan.tall_ed_daman.zarbah.abu_qalqal.al_khafsa.maskana.areesheh.shadadah.al_malikeyyeh.jawadiyah.amuda.qahtaniyyeh.quamishli.tal_hmis.ar_raqqa.maadan.sabka.al_thawrah.ein_issa.suluk.jalaa.susat.al_mayadin.thiban.basira.deir_ez_zor.sur.tabni.other,
stop_points_location_bulbul.sharan.sheikh_el_hadid.lower_shyookh.ar_raee.eastern_kwaires..rasm_haram_el_imam.tadaf.hajeb.khanaser.azaz.mare.nabul.suran.hadher.jebel_saman.tall_ed_daman.zarbah.al_khafsa.menbij.markada.shadadah.al_malikeyyeh.jawadiyah.ya_robiyah.qahtaniyyeh.quamishli.karama.mansura.ein_issa.suluk.tell_abiad.al_mayadin.deir_ez_zor.kisreh.muhasan.other,
stop_points_location_jandairis.ain_al_arab.lower_shyookh.al_bab.ar_raee.eastern_kwaires..khanaser.azaz.mare.suran.ghandorah.jarablus.atareb.daret_azza.hadher.tall_ed_daman.zarbah.menbij.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.jawadiyah.ya_robiyah.amuda.darbasiyah.ras_al_ain.sabka.tell_abiad.abu_kamal.hajin.susat.al_mayadin.ashara.deir_ez_zor.khasham.kisreh,
stop_points_location_jandairis.ma_btali.raju.ar_raee.eastern_kwaires..as_safira.banan.hajeb.khanaser.aghtrin.azaz.nabul.tall_refaat.ghandorah.jarablus.atareb.daret_azza.hadher.zarbah.abu_qalqal.maskana.al_hasakeh.hole.markada.tal_tamer.al_malikeyyeh.jawadiyah.ya_robiyah.amuda.qahtaniyyeh.quamishli.ras_al_ain.sabka.jurneyyeh.mansura.ein_issa.tell_abiad.abu_kamal.susat.basira.deir_ez_zor.kisreh.muhasan.sur.tabni.other,
stop_points_location_jandairis.ma_btali.raju.sharan.sarin.al_bab.ar_raee.rasm_haram_el_imam.hajeb.khanaser.azaz.ghandorah.jarablus.atareb.tall_ed_daman.zarbah.abu_qalqal.maskana.al_hasakeh.areesheh.ber_al_hulo_al_wardeyyeh.hole.markada.shadadah.jawadiyah.ya_robiyah.qahtaniyyeh.darbasiyah.karama.maadan.sabka.jurneyyeh.ein_issa.abu_kamal.hajin.jalaa.thiban.deir_ez_zor.khasham.kisreh.tabni,
stop_points_location_jandairis.ma_btali.raju.sharan.sheikh_el_hadid.ain_al_arab.lower_shyookh.al_bab.dayr_hafir.eastern_kwaires..rasm_haram_el_imam.banan.hajeb.khanaser.azaz.nabul.suran.tall_refaat.daret_azza.haritan.zarbah.abu_qalqal.al_khafsa.maskana.al_hasakeh.areesheh.hole.shadadah.jawadiyah.qahtaniyyeh.darbasiyah.ras_al_ain.ar_raqqa.karama.sabka.jurneyyeh.mansura.suluk.tell_abiad.jalaa.susat.ashara.deir_ez_zor.khasham.tabni,
